"","Barcode","Head","Tail","Soap","FusionScan","Prada"
"806","TCGA-AB-2939-03A","C10orf112","PLXDC2","Soapfuse",NA,NA
"807","TCGA-AB-2939-03A","C16orf53","MVP","Soapfuse",NA,NA
"808","TCGA-AB-2939-03A","C20orf29","MAVS","Soapfuse",NA,NA
"809","TCGA-AB-2939-03A","C9orf43","RGS3","Soapfuse",NA,NA
"810","TCGA-AB-2939-03A","CTNNBIP1","CLSTN1","Soapfuse",NA,NA
"811","TCGA-AB-2939-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"812","TCGA-AB-2939-03A","GKAP1","KIF27","Soapfuse",NA,NA
"813","TCGA-AB-2939-03A","GLYCTK","DNAH1","Soapfuse",NA,NA
"814","TCGA-AB-2939-03A","HACL1","COLQ","Soapfuse",NA,NA
"815","TCGA-AB-2939-03A","JAK3","INSL3","Soapfuse",NA,NA
"816","TCGA-AB-2939-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"817","TCGA-AB-2939-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"818","TCGA-AB-2939-03A","RAB4B","EGLN2","Soapfuse",NA,NA
"819","TCGA-AB-2939-03A","RRM2","C2orf48","Soapfuse",NA,NA
"820","TCGA-AB-2939-03A","SDHAF2","C11orf66","Soapfuse",NA,NA
"821","TCGA-AB-2939-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"822","TCGA-AB-2939-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"823","TCGA-AB-2939-03A","TRGJP1","TRGC1","Soapfuse",NA,NA
"824","TCGA-AB-2939-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"825","TCGA-AB-2939-03A","ZNF782","ZNF510","Soapfuse",NA,NA
"826","TCGA-AB-2941-03A","ADSL","SGSM3","Soapfuse",NA,NA
"827","TCGA-AB-2941-03A","BPTF","LRRC37B","Soapfuse",NA,NA
"828","TCGA-AB-2941-03A","C15orf26","IL16","Soapfuse",NA,NA
"829","TCGA-AB-2941-03A","C20orf29","MAVS","Soapfuse",NA,NA
"830","TCGA-AB-2941-03A","CNRIP1","PPP3R1","Soapfuse",NA,NA
"831","TCGA-AB-2941-03A","CTSC","RAB38","Soapfuse",NA,NA
"832","TCGA-AB-2941-03A","DCTN1","SLC4A5","Soapfuse",NA,NA
"833","TCGA-AB-2941-03A","EEF1DP3","FRY","Soapfuse",NA,NA
"834","TCGA-AB-2941-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"835","TCGA-AB-2941-03A","FCRL1","FCRL2","Soapfuse",NA,NA
"836","TCGA-AB-2941-03A","FGFR1OP","CCR6","Soapfuse",NA,NA
"837","TCGA-AB-2941-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"838","TCGA-AB-2941-03A","HACL1","COLQ","Soapfuse",NA,NA
"839","TCGA-AB-2941-03A","KIAA0101","CSNK1G1","Soapfuse",NA,NA
"840","TCGA-AB-2941-03A","LRRC8B","LRRC8C","Soapfuse",NA,NA
"841","TCGA-AB-2941-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"842","TCGA-AB-2941-03A","NSUN4","FAAH","Soapfuse",NA,NA
"843","TCGA-AB-2941-03A","NUDT21","AMFR","Soapfuse",NA,NA
"844","TCGA-AB-2941-03A","PRH1","PRR4","Soapfuse",NA,NA
"845","TCGA-AB-2941-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"846","TCGA-AB-2941-03A","RCC1","ARHGAP15","Soapfuse",NA,NA
"847","TCGA-AB-2941-03A","SFT2D2","TBX19","Soapfuse",NA,NA
"848","TCGA-AB-2941-03A","SLC35A3","HIAT1","Soapfuse",NA,NA
"849","TCGA-AB-2941-03A","SNHG3","ARHGAP15","Soapfuse",NA,NA
"850","TCGA-AB-2941-03A","SRGAP2P2","SRGAP2P1","Soapfuse",NA,NA
"851","TCGA-AB-2941-03A","STX16","NPEPL1","Soapfuse",NA,NA
"852","TCGA-AB-2941-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"853","TCGA-AB-2941-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"854","TCGA-AB-2941-03A","TMEM91","BCKDHA","Soapfuse",NA,NA
"855","TCGA-AB-2941-03A","TMSB4Y","KALP","Soapfuse",NA,NA
"856","TCGA-AB-2941-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"857","TCGA-AB-2941-03A","TPD52L2","DNAJC5","Soapfuse",NA,NA
"858","TCGA-AB-2941-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"859","TCGA-AB-2941-03A","XK","CYBB","Soapfuse",NA,NA
"860","TCGA-AB-2941-03A","ZFYVE16","FAM151B","Soapfuse",NA,NA
"861","TCGA-AB-2941-03A","ZHX1","C8orf76","Soapfuse",NA,NA
"862","TCGA-AB-2941-03A","ZNF451","BAG2","Soapfuse",NA,NA
"863","TCGA-AB-2941-03A","ZNF559","ZNF177","Soapfuse",NA,NA
"864","TCGA-AB-2941-03A","ZNF606","C19orf18","Soapfuse",NA,NA
"865","TCGA-AB-2944-03A","ACCS","EXT2","Soapfuse",NA,NA
"866","TCGA-AB-2944-03A","ADCK4","NUMBL","Soapfuse",NA,NA
"867","TCGA-AB-2944-03A","ADSL","SGSM3","Soapfuse",NA,NA
"868","TCGA-AB-2944-03A","ANXA7","TTC18","Soapfuse",NA,NA
"869","TCGA-AB-2944-03A","BANP","RUNDC2B","Soapfuse",NA,NA
"870","TCGA-AB-2944-03A","BCR","ABL1","Soapfuse",NA,NA
"871","TCGA-AB-2944-03A","C10orf112","PLXDC2","Soapfuse",NA,NA
"872","TCGA-AB-2944-03A","C16orf53","MVP","Soapfuse",NA,NA
"873","TCGA-AB-2944-03A","CBFA2T3","IGHM","Soapfuse",NA,NA
"874","TCGA-AB-2944-03A","CTBS","GNG5","Soapfuse",NA,NA
"875","TCGA-AB-2944-03A","D2HGDH","GAL3ST2","Soapfuse",NA,NA
"876","TCGA-AB-2944-03A","DCTN1","SLC4A5","Soapfuse",NA,NA
"877","TCGA-AB-2944-03A","GALT","IL11RA","Soapfuse",NA,NA
"878","TCGA-AB-2944-03A","GLYCTK","DNAH1","Soapfuse",NA,NA
"879","TCGA-AB-2944-03A","HACL1","COLQ","Soapfuse",NA,NA
"880","TCGA-AB-2944-03A","JAK3","INSL3","Soapfuse",NA,NA
"881","TCGA-AB-2944-03A","KIAA1267","LRRC37A","Soapfuse",NA,NA
"882","TCGA-AB-2944-03A","KIAA1267","LRRC37A2","Soapfuse",NA,NA
"883","TCGA-AB-2944-03A","KSR1","LGALS9","Soapfuse",NA,NA
"884","TCGA-AB-2944-03A","LSP1","TNNT3","Soapfuse",NA,NA
"885","TCGA-AB-2944-03A","MED20","USP49","Soapfuse",NA,NA
"886","TCGA-AB-2944-03A","NCRNA00103","CD99","Soapfuse",NA,NA
"887","TCGA-AB-2944-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"888","TCGA-AB-2944-03A","NSUN4","FAAH","Soapfuse",NA,NA
"889","TCGA-AB-2944-03A","PBXIP1","PMVK","Soapfuse",NA,NA
"890","TCGA-AB-2944-03A","POLA2","CDC42EP2","Soapfuse",NA,NA
"891","TCGA-AB-2944-03A","PRH1","PRR4","Soapfuse",NA,NA
"892","TCGA-AB-2944-03A","RNF4","C4orf8","Soapfuse",NA,NA
"893","TCGA-AB-2944-03A","RPL30","NT5C2","Soapfuse",NA,NA
"894","TCGA-AB-2944-03A","RRN3P3","CDR2","Soapfuse",NA,NA
"895","TCGA-AB-2944-03A","S100Z","CRHBP","Soapfuse",NA,NA
"896","TCGA-AB-2944-03A","SAPS1","TMEM86B","Soapfuse",NA,NA
"897","TCGA-AB-2944-03A","SMG5","PAQR6","Soapfuse",NA,NA
"898","TCGA-AB-2944-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"899","TCGA-AB-2944-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"900","TCGA-AB-2944-03A","TPM4","KLF2","Soapfuse",NA,NA
"901","TCGA-AB-2944-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"902","TCGA-AB-2944-03A","TTTY15","USP9Y","Soapfuse",NA,NA
"903","TCGA-AB-2944-03A","ZNF559","ZNF177","Soapfuse",NA,NA
"904","TCGA-AB-2950-03A","ADSL","SGSM3","Soapfuse",NA,NA
"905","TCGA-AB-2950-03A","BTBD8","KIAA1107","Soapfuse",NA,NA
"906","TCGA-AB-2950-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"907","TCGA-AB-2950-03A","FAM175A","HELQ","Soapfuse",NA,NA
"908","TCGA-AB-2950-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"909","TCGA-AB-2950-03A","HACL1","COLQ","Soapfuse",NA,NA
"910","TCGA-AB-2950-03A","HAUS4","PRMT5","Soapfuse",NA,NA
"911","TCGA-AB-2950-03A","IGHA1","IGHV3-9","Soapfuse",NA,NA
"912","TCGA-AB-2950-03A","KIAA1267","ARL17A","Soapfuse",NA,NA
"913","TCGA-AB-2950-03A","KIAA1267","ARL17B","Soapfuse",NA,NA
"914","TCGA-AB-2950-03A","MARCH2","HNRNPM","Soapfuse",NA,NA
"915","TCGA-AB-2950-03A","MED26","SLC35E1","Soapfuse",NA,NA
"916","TCGA-AB-2950-03A","NCRNA00189","BACH1","Soapfuse",NA,NA
"917","TCGA-AB-2950-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"918","TCGA-AB-2950-03A","PRIM1","NACA","Soapfuse",NA,NA
"919","TCGA-AB-2950-03A","PRR13","PCBP2","Soapfuse",NA,NA
"920","TCGA-AB-2950-03A","RRN3P3","CDR2","Soapfuse",NA,NA
"921","TCGA-AB-2950-03A","SDHAF2","C11orf66","Soapfuse",NA,NA
"922","TCGA-AB-2950-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"923","TCGA-AB-2950-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"924","TCGA-AB-2950-03A","TGIF2","C20orf24","Soapfuse",NA,NA
"925","TCGA-AB-2950-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"926","TCGA-AB-2950-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"927","TCGA-AB-2950-03A","ZNF606","C19orf18","Soapfuse",NA,NA
"928","TCGA-AB-2956-03A","ADSL","SGSM3","Soapfuse",NA,NA
"929","TCGA-AB-2956-03A","BAIAP2L2","SLC16A8","Soapfuse",NA,NA
"930","TCGA-AB-2956-03A","C16orf53","MVP","Soapfuse",NA,NA
"931","TCGA-AB-2956-03A","C19orf47","AKT2","Soapfuse",NA,NA
"932","TCGA-AB-2956-03A","CTBS","GNG5","Soapfuse",NA,NA
"933","TCGA-AB-2956-03A","DEF6","PPARD","Soapfuse",NA,NA
"934","TCGA-AB-2956-03A","EEF1DP3","FRY","Soapfuse",NA,NA
"935","TCGA-AB-2956-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"936","TCGA-AB-2956-03A","GATSL1","GTF2I","Soapfuse",NA,NA
"937","TCGA-AB-2956-03A","GLYCTK","DNAH1","Soapfuse",NA,NA
"938","TCGA-AB-2956-03A","HOXA4","HOXA3","Soapfuse",NA,NA
"939","TCGA-AB-2956-03A","HOXA6","HOXA5","Soapfuse",NA,NA
"940","TCGA-AB-2956-03A","MS4A7","MS4A14","Soapfuse",NA,NA
"941","TCGA-AB-2956-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"942","TCGA-AB-2956-03A","NSF","LRRC37A","Soapfuse",NA,NA
"943","TCGA-AB-2956-03A","NSUN4","FAAH","Soapfuse",NA,NA
"944","TCGA-AB-2956-03A","POLA2","CDC42EP2","Soapfuse",NA,NA
"945","TCGA-AB-2956-03A","PRKAA1","TTC33","Soapfuse",NA,NA
"946","TCGA-AB-2956-03A","SIRPB1","SIRPD","Soapfuse",NA,NA
"947","TCGA-AB-2956-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"948","TCGA-AB-2956-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"949","TCGA-AB-2956-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"950","TCGA-AB-2956-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"951","TCGA-AB-2956-03A","VTI1B","RDH11","Soapfuse",NA,NA
"952","TCGA-AB-2980-03A","ADSL","SGSM3","Soapfuse",NA,NA
"953","TCGA-AB-2980-03A","CTBS","GNG5","Soapfuse",NA,NA
"954","TCGA-AB-2980-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"955","TCGA-AB-2980-03A","HBA1","RN28S1","Soapfuse",NA,NA
"956","TCGA-AB-2980-03A","HBA2","CDK6","Soapfuse",NA,NA
"957","TCGA-AB-2980-03A","HBA2","HBB","Soapfuse",NA,NA
"958","TCGA-AB-2980-03A","HBA2","RN28S1","Soapfuse",NA,NA
"959","TCGA-AB-2980-03A","HBB","NT5C2","Soapfuse",NA,NA
"960","TCGA-AB-2980-03A","HBB","C14orf4","Soapfuse",NA,NA
"961","TCGA-AB-2980-03A","HBB","EIF4E","Soapfuse",NA,NA
"962","TCGA-AB-2980-03A","IL2RG","CXorf65","Soapfuse",NA,NA
"963","TCGA-AB-2980-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"964","TCGA-AB-2980-03A","RN28S1","GAPDH","Soapfuse",NA,NA
"965","TCGA-AB-2980-03A","RNF4","C4orf8","Soapfuse",NA,NA
"966","TCGA-AB-2980-03A","RRM2","C2orf48","Soapfuse",NA,NA
"967","TCGA-AB-2980-03A","SLC43A3","PRG2","Soapfuse",NA,NA
"968","TCGA-AB-2980-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"969","TCGA-AB-2980-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"970","TCGA-AB-2980-03A","TPT1","LHCGR","Soapfuse",NA,NA
"971","TCGA-AB-2980-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"972","TCGA-AB-2982-03B","ADSL","SGSM3","Soapfuse",NA,NA
"973","TCGA-AB-2982-03B","ARMCX4","ARMCX1","Soapfuse",NA,NA
"974","TCGA-AB-2982-03B","C20orf29","MAVS","Soapfuse",NA,NA
"975","TCGA-AB-2982-03B","CST3","NEGR1","Soapfuse",NA,NA
"976","TCGA-AB-2982-03B","CTBS","GNG5","Soapfuse",NA,NA
"977","TCGA-AB-2982-03B","CTSLL2","BMS1P6","Soapfuse",NA,NA
"978","TCGA-AB-2982-03B","DHRS13","FLOT2","Soapfuse",NA,NA
"979","TCGA-AB-2982-03B","JAK3","INSL3","Soapfuse",NA,NA
"980","TCGA-AB-2982-03B","KIAA0753","PITPNM3","Soapfuse",NA,NA
"981","TCGA-AB-2982-03B","NDUFB8","SEC31B","Soapfuse",NA,NA
"982","TCGA-AB-2982-03B","NSUN4","FAAH","Soapfuse",NA,NA
"983","TCGA-AB-2982-03B","PRKAA1","TTC33","Soapfuse",NA,NA
"984","TCGA-AB-2982-03B","SMG5","PAQR6","Soapfuse",NA,NA
"985","TCGA-AB-2982-03B","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"986","TCGA-AB-2982-03B","TRBV20-1","TRBC2","Soapfuse",NA,NA
"987","TCGA-AB-2982-03B","TRIM58","OR2W3","Soapfuse",NA,NA
"988","TCGA-AB-2982-03B","VAMP8","VAMP5","Soapfuse",NA,NA
"989","TCGA-AB-2982-03B","ZNF544","ZNF8","Soapfuse",NA,NA
"990","TCGA-AB-2985-03A","ACTB","SRGN","Soapfuse",NA,NA
"991","TCGA-AB-2985-03A","ACTB","PRRG3","Soapfuse",NA,NA
"992","TCGA-AB-2985-03A","CD74","CLEC11A","Soapfuse",NA,NA
"993","TCGA-AB-2985-03A","B2M","GRN","Soapfuse",NA,NA
"994","TCGA-AB-2985-03A","B2M","YWHAB","Soapfuse",NA,NA
"995","TCGA-AB-2985-03A","C16orf53","MVP","Soapfuse",NA,NA
"996","TCGA-AB-2985-03A","C19orf59","TRAPPC5","Soapfuse",NA,NA
"997","TCGA-AB-2985-03A","CTBS","GNG5","Soapfuse",NA,NA
"998","TCGA-AB-2985-03A","CTSS","HORMAD1","Soapfuse",NA,NA
"999","TCGA-AB-2985-03A","EIF3K","DNMT1","Soapfuse",NA,NA
"1000","TCGA-AB-2985-03A","FAM175A","HELQ","Soapfuse",NA,NA
"1001","TCGA-AB-2985-03A","GRN","KIAA1949","Soapfuse",NA,NA
"1002","TCGA-AB-2985-03A","HBA1","HBG2","Soapfuse",NA,NA
"1003","TCGA-AB-2985-03A","HBA2","HBG2","Soapfuse",NA,NA
"1004","TCGA-AB-2985-03A","HNRNPUL2","BSCL2","Soapfuse",NA,NA
"1005","TCGA-AB-2985-03A","HOXA4","HOXA3","Soapfuse",NA,NA
"1006","TCGA-AB-2985-03A","HSP90AA1","ACTB","Soapfuse",NA,NA
"1007","TCGA-AB-2985-03A","HSP90AA1","EIF5B","Soapfuse",NA,NA
"1008","TCGA-AB-2985-03A","KSR1","LGALS9","Soapfuse",NA,NA
"1009","TCGA-AB-2985-03A","MAFB","NT5C2","Soapfuse",NA,NA
"1010","TCGA-AB-2985-03A","MCL1","NT5C2","Soapfuse",NA,NA
"1011","TCGA-AB-2985-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1012","TCGA-AB-2985-03A","NSF","LRRC37A","Soapfuse",NA,NA
"1013","TCGA-AB-2985-03A","NSF","LRRC37A3","Soapfuse",NA,NA
"1014","TCGA-AB-2985-03A","PPIB","ARF1","Soapfuse",NA,NA
"1015","TCGA-AB-2985-03A","RAC1","LMOD3","Soapfuse",NA,NA
"1016","TCGA-AB-2985-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1017","TCGA-AB-2985-03A","S100A6","NT5C2","Soapfuse",NA,NA
"1018","TCGA-AB-2985-03A","S100A9","ACTB","Soapfuse",NA,NA
"1019","TCGA-AB-2985-03A","S100A9","CD74","Soapfuse",NA,NA
"1020","TCGA-AB-2985-03A","S100A9","CACNA1D","Soapfuse",NA,NA
"1021","TCGA-AB-2985-03A","S100A9","LMOD3","Soapfuse",NA,NA
"1022","TCGA-AB-2985-03A","SIRPB1","SIRPD","Soapfuse",NA,NA
"1023","TCGA-AB-2985-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"1024","TCGA-AB-2985-03A","TNFAIP2","GDF7","Soapfuse",NA,NA
"1025","TCGA-AB-2985-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1026","TCGA-AB-2985-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"1027","TCGA-AB-2991-03A","ELANE","CFD","Soapfuse",NA,NA
"1028","TCGA-AB-2991-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1029","TCGA-AB-2991-03A","CLEC11A","HBA2","Soapfuse",NA,NA
"1030","TCGA-AB-2991-03A","CTBS","GNG5","Soapfuse",NA,NA
"1031","TCGA-AB-2991-03A","CTNNBIP1","CLSTN1","Soapfuse",NA,NA
"1032","TCGA-AB-2991-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"1033","TCGA-AB-2991-03A","EEF1DP3","FRY","Soapfuse",NA,NA
"1034","TCGA-AB-2991-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"1035","TCGA-AB-2991-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1036","TCGA-AB-2991-03A","HLA-B","CTSG","Soapfuse",NA,NA
"1037","TCGA-AB-2991-03A","IL2RG","CXorf65","Soapfuse",NA,NA
"1038","TCGA-AB-2991-03A","MBD1","CCDC11","Soapfuse",NA,NA
"1039","TCGA-AB-2991-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1040","TCGA-AB-2991-03A","NSUN4","FAAH","Soapfuse",NA,NA
"1041","TCGA-AB-2991-03A","PIGX","PAK2","Soapfuse",NA,NA
"1042","TCGA-AB-2991-03A","POLA2","CDC42EP2","Soapfuse",NA,NA
"1043","TCGA-AB-2991-03A","PRH1","PRR4","Soapfuse",NA,NA
"1044","TCGA-AB-2991-03A","RNF4","C4orf8","Soapfuse",NA,NA
"1045","TCGA-AB-2991-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"1046","TCGA-AB-2991-03A","SUGT1P","NOL6","Soapfuse",NA,NA
"1047","TCGA-AB-2991-03A","TAS2R14","PRH1","Soapfuse",NA,NA
"1048","TCGA-AB-2991-03A","TBC1D24","ATP6V0C","Soapfuse",NA,NA
"1049","TCGA-AB-2991-03A","TGIF2","C20orf24","Soapfuse",NA,NA
"1050","TCGA-AB-2991-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1051","TCGA-AB-2991-03A","TRGJP1","TRGC1","Soapfuse",NA,NA
"1052","TCGA-AB-2991-03A","VAMP8","VAMP5","Soapfuse",NA,NA
"1053","TCGA-AB-2991-03A","VIPAR","C14orf148","Soapfuse",NA,NA
"1054","TCGA-AB-2994-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1055","TCGA-AB-2994-03A","C19orf47","AKT2","Soapfuse",NA,NA
"1056","TCGA-AB-2994-03A","C20orf29","MAVS","Soapfuse",NA,NA
"1057","TCGA-AB-2994-03A","CLN6","CALML4","Soapfuse",NA,NA
"1058","TCGA-AB-2994-03A","CTSC","RAB38","Soapfuse",NA,NA
"1059","TCGA-AB-2994-03A","EEF1DP3","FRY","Soapfuse",NA,NA
"1060","TCGA-AB-2994-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"1061","TCGA-AB-2994-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1062","TCGA-AB-2994-03A","GATSL1","GTF2I","Soapfuse",NA,NA
"1063","TCGA-AB-2994-03A","IL17RC","CRELD1","Soapfuse",NA,NA
"1064","TCGA-AB-2994-03A","JAK3","INSL3","Soapfuse",NA,NA
"1065","TCGA-AB-2994-03A","KLF16","REXO1","Soapfuse",NA,NA
"1066","TCGA-AB-2994-03A","MBD1","CCDC11","Soapfuse",NA,NA
"1067","TCGA-AB-2994-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1068","TCGA-AB-2994-03A","NSF","LRRC37A3","Soapfuse",NA,NA
"1069","TCGA-AB-2994-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1070","TCGA-AB-2994-03A","SIRPB2","NSFL1C","Soapfuse",NA,NA
"1071","TCGA-AB-2994-03A","SMG5","PAQR6","Soapfuse",NA,NA
"1072","TCGA-AB-2994-03A","STX16","NPEPL1","Soapfuse",NA,NA
"1073","TCGA-AB-2994-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"1074","TCGA-AB-2994-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1075","TCGA-AB-2994-03A","TPM4","KLF2","Soapfuse",NA,NA
"1076","TCGA-AB-2994-03A","TRGJP1","TRGC1","Soapfuse",NA,NA
"1077","TCGA-AB-2994-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"1078","TCGA-AB-2994-03A","UBXN2A","MFSD2B","Soapfuse",NA,NA
"1079","TCGA-AB-2998-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1080","TCGA-AB-2998-03A","ARL6IP1","RPS15A","Soapfuse",NA,NA
"1081","TCGA-AB-2998-03A","CELA1","BIN2","Soapfuse",NA,NA
"1082","TCGA-AB-2998-03A","CTSC","RAB38","Soapfuse",NA,NA
"1083","TCGA-AB-2998-03A","EAF2","SLC15A2","Soapfuse",NA,NA
"1084","TCGA-AB-2998-03A","EEF1DP3","FRY","Soapfuse",NA,NA
"1085","TCGA-AB-2998-03A","EVI2A","EVI2B","Soapfuse",NA,NA
"1086","TCGA-AB-2998-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"1087","TCGA-AB-2998-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1088","TCGA-AB-2998-03A","GLYCTK","DNAH1","Soapfuse",NA,NA
"1089","TCGA-AB-2998-03A","IL17RC","CRELD1","Soapfuse",NA,NA
"1090","TCGA-AB-2998-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
"1091","TCGA-AB-2998-03A","NKG7","ETFB","Soapfuse",NA,NA
"1092","TCGA-AB-2998-03A","PRH1","PRR4","Soapfuse",NA,NA
"1093","TCGA-AB-2998-03A","PRR13","PCBP2","Soapfuse",NA,NA
"1094","TCGA-AB-2998-03A","RILPL2","BMPR2","Soapfuse",NA,NA
"1095","TCGA-AB-2998-03A","RRM2","C2orf48","Soapfuse",NA,NA
"1096","TCGA-AB-2998-03A","TAS2R14","PRR4","Soapfuse",NA,NA
"1097","TCGA-AB-2998-03A","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1098","TCGA-AB-2998-03A","TRGJP1","TRGC1","Soapfuse",NA,NA
"1099","TCGA-AB-2998-03A","TRIM58","OR2W3","Soapfuse",NA,NA
"1100","TCGA-AB-2999-03B","ADSL","SGSM3","Soapfuse",NA,NA
"1101","TCGA-AB-2999-03B","C9orf43","RGS3","Soapfuse",NA,NA
"1102","TCGA-AB-2999-03B","CFD","FLVCR1","Soapfuse",NA,NA
"1103","TCGA-AB-2999-03B","CFD","NEGR1","Soapfuse",NA,NA
"1104","TCGA-AB-2999-03B","CTBS","GNG5","Soapfuse",NA,NA
"1105","TCGA-AB-2999-03B","CTNNBIP1","CLSTN1","Soapfuse",NA,NA
"1106","TCGA-AB-2999-03B","CTSLL2","BMS1P6","Soapfuse",NA,NA
"1107","TCGA-AB-2999-03B","FUT4","PIWIL4","Soapfuse",NA,NA
"1108","TCGA-AB-2999-03B","KAT2A","MPO","Soapfuse",NA,NA
"1109","TCGA-AB-2999-03B","KLF16","REXO1","Soapfuse",NA,NA
"1110","TCGA-AB-2999-03B","NCRNA00103","CD99","Soapfuse",NA,NA
"1111","TCGA-AB-2999-03B","NDUFB8","SEC31B","Soapfuse",NA,NA
"1112","TCGA-AB-2999-03B","PRKAA1","TTC33","Soapfuse",NA,NA
"1113","TCGA-AB-2999-03B","RPL36A","MYO10","Soapfuse",NA,NA
"1114","TCGA-AB-2999-03B","RPS29","RAP1A","Soapfuse",NA,NA
"1115","TCGA-AB-2999-03B","RPS4Y1","ZNF395","Soapfuse",NA,NA
"1116","TCGA-AB-2999-03B","SMG5","PAQR6","Soapfuse",NA,NA
"1117","TCGA-AB-2999-03B","SUGT1P","NOL6","Soapfuse",NA,NA
"1118","TCGA-AB-2999-03B","TAS2R14","PRR4","Soapfuse",NA,NA
"1119","TCGA-AB-2999-03B","TNFAIP8L2","SCNM1","Soapfuse",NA,NA
"1120","TCGA-AB-2999-03B","TPT1","B4GALT5","Soapfuse",NA,NA
"1121","TCGA-AB-2999-03B","TRIM58","OR2W3","Soapfuse",NA,NA
"1122","TCGA-AB-2999-03B","VAMP8","VAMP5","Soapfuse",NA,NA
"1123","TCGA-AB-2999-03B","VPS45","PLEKHO1","Soapfuse",NA,NA
"1124","TCGA-AB-3001-03A","ACCS","EXT2","Soapfuse",NA,NA
"1125","TCGA-AB-3001-03A","ADSL","SGSM3","Soapfuse",NA,NA
"1126","TCGA-AB-3001-03A","C9orf43","RGS3","Soapfuse",NA,NA
"1127","TCGA-AB-3001-03A","CTSLL2","BMS1P6","Soapfuse",NA,NA
"1128","TCGA-AB-3001-03A","FAM117A","SLC35B1","Soapfuse",NA,NA
"1129","TCGA-AB-3001-03A","FAM175A","HELQ","Soapfuse",NA,NA
"1130","TCGA-AB-3001-03A","FUT4","PIWIL4","Soapfuse",NA,NA
"1131","TCGA-AB-3001-03A","GLYCTK","DNAH1","Soapfuse",NA,NA
"1132","TCGA-AB-3001-03A","IL2RG","CXorf65","Soapfuse",NA,NA
"1133","TCGA-AB-3001-03A","NCRNA00103","CD99","Soapfuse",NA,NA
"1134","TCGA-AB-3001-03A","NDUFB8","SEC31B","Soapfuse",NA,NA
